Order,MS SubClass,Lot Frontage,Lot Area,Street,Utilities,Lot Config,Neighborhood,Condition 1,Bldg Type,House Style,Year Remod/Add,Exterior 1st,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Garage Type,Garage Cars,Garage Area,Mo Sold,Yr Sold,SalePrice
799,70,60,9084,Pave,AllPub,Inside,Edwards,Artery,1Fam,2Story,1950,MetalSd,755,755,1510,1,1,0,Detchd,1,296,10,2009,108000
800,80,74,10778,Pave,AllPub,Inside,SawyerW,Feedr,1Fam,SLvl,1991,HdBoard,1061,0,1061,1,1,1,Attchd,2,462,7,2009,162000
801,80,66,19255,Pave,AllPub,Inside,SawyerW,Norm,1Fam,SLvl,1983,Wd Sdng,1338,0,1338,0,1,1,Attchd,2,576,9,2009,156500
802,50,79,12327,Pave,AllPub,Inside,SawyerW,Norm,1Fam,1.5Fin,2009,Wd Sdng,1496,636,2132,1,1,1,BuiltIn,2,612,9,2009,316600
803,20,90,14684,Pave,AllPub,CulDSac,SawyerW,Norm,1Fam,1Story,1991,HdBoard,2196,0,2196,0,2,0,Attchd,3,701,6,2009,271900
804,60,75,9317,Pave,AllPub,Inside,SawyerW,Norm,1Fam,2Story,1993,HdBoard,1006,769,1775,1,2,1,Attchd,2,425,7,2009,213000
805,60,85,10560,Pave,AllPub,Corner,SawyerW,Norm,1Fam,2Story,1994,VinylSd,1079,800,1879,1,2,1,Attchd,2,473,8,2009,239900
806,60,80,9828,Pave,AllPub,Inside,SawyerW,Norm,1Fam,2Story,1995,VinylSd,1142,878,2020,0,2,1,Attchd,2,466,6,2009,239500
807,70,120,26400,Pave,AllPub,FR2,SawyerW,Feedr,1Fam,2Story,2007,HdBoard,1288,728,2016,0,1,0,Attchd,2,576,6,2009,131000
808,90,64,7018,Pave,AllPub,Inside,SawyerW,Norm,Duplex,1Story,1979,HdBoard,1535,0,1535,0,2,0,Attchd,2,410,6,2009,118964
809,90,64,7018,Pave,AllPub,Inside,SawyerW,Feedr,Duplex,SFoyer,1979,Plywood,1224,0,1224,2,0,2,Detchd,2,528,6,2009,153337
810,90,64,7018,Pave,AllPub,Inside,SawyerW,Feedr,Duplex,2Story,1979,HdBoard,1114,1114,2228,0,2,0,Detchd,2,720,6,2009,147983
811,90,64,7018,Pave,AllPub,Inside,SawyerW,Norm,Duplex,1Story,1979,HdBoard,1535,0,1535,0,2,0,Attchd,2,400,6,2009,118858
812,90,64,7018,Pave,AllPub,Inside,SawyerW,Norm,Duplex,1Story,1979,Plywood,1535,0,1535,0,2,0,Attchd,2,400,6,2009,118858
813,90,64,7018,Pave,AllPub,Inside,SawyerW,Feedr,Duplex,2Story,1979,Plywood,1120,1120,2240,0,2,0,Detchd,2,528,6,2009,142953
814,90,64,7040,Pave,AllPub,Inside,SawyerW,Feedr,Duplex,SFoyer,1979,Plywood,1229,0,1229,2,0,2,Detchd,2,672,6,2009,148325
815,90,64,7007,Pave,AllPub,Inside,SawyerW,Norm,Duplex,1Story,1979,HdBoard,1513,0,1513,0,2,0,Attchd,2,400,6,2009,113722
816,90,,11855,Pave,AllPub,Inside,SawyerW,Norm,Duplex,2Story,2000,VinylSd,1168,1619,2787,2,4,2,BuiltIn,4,820,10,2009,269500
817,90,,7939,Pave,AllPub,Inside,SawyerW,Feedr,Duplex,2Story,2000,VinylSd,1168,1619,2787,2,4,2,BuiltIn,4,820,10,2009,269500
818,90,,7976,Pave,AllPub,Inside,SawyerW,Feedr,Duplex,2Story,2000,VinylSd,1168,1619,2787,2,4,2,BuiltIn,4,820,10,2009,269500
819,20,84,10933,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,2009,VinylSd,1680,0,1680,1,1,1,Attchd,3,1138,7,2009,323262
820,20,79,10637,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,2008,VinylSd,1718,0,1718,1,2,0,Attchd,3,826,9,2009,297000
821,20,61,10226,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,2008,VinylSd,1630,0,1630,1,2,0,Attchd,3,860,1,2009,295493
822,20,65,10816,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,2008,VinylSd,1720,0,1720,1,2,0,Attchd,3,846,11,2009,332000
823,20,71,9178,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,2008,VinylSd,1468,0,1468,0,2,0,Attchd,3,904,6,2009,239900
824,60,68,10769,Pave,AllPub,Inside,CollgCr,Norm,1Fam,2Story,2007,VinylSd,866,902,1768,0,2,1,Attchd,2,578,4,2009,212000
825,20,77,11422,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,2008,VinylSd,1838,0,1838,1,2,0,Attchd,2,524,4,2009,272500
826,20,122,11923,Pave,AllPub,Corner,CollgCr,Norm,1Fam,1Story,2007,VinylSd,1800,0,1800,0,2,0,Attchd,2,702,5,2009,239000
827,20,68,8814,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,2006,VinylSd,1604,0,1604,1,2,1,Attchd,2,660,3,2009,220000
828,20,64,6762,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,2007,VinylSd,1290,0,1290,1,2,0,Attchd,2,662,5,2009,200000
829,20,95,10324,Pave,AllPub,Corner,CollgCr,Norm,1Fam,1Story,2008,VinylSd,1254,0,1254,1,2,0,Attchd,3,810,3,2009,221800
830,20,64,7314,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,2007,VinylSd,1232,0,1232,1,2,0,Attchd,2,632,2,2009,194500
831,20,78,11645,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,2006,VinylSd,1498,0,1498,0,2,0,Attchd,3,844,3,2009,237000
832,60,79,11646,Pave,AllPub,Inside,CollgCr,Norm,1Fam,2Story,2006,VinylSd,704,718,1422,0,2,1,Attchd,2,440,7,2009,173000
833,80,,12800,Pave,AllPub,Inside,SawyerW,Norm,1Fam,SLvl,1989,Wd Sdng,1644,0,1644,1,2,0,Attchd,2,569,8,2009,275000
834,60,,16698,Pave,AllPub,CulDSac,ClearCr,Norm,1Fam,2Story,1993,VinylSd,944,815,1759,1,2,1,Attchd,2,525,6,2009,233500
835,60,,28698,Pave,AllPub,CulDSac,ClearCr,Norm,1Fam,2Story,1967,Plywood,1160,966,2126,0,2,1,Attchd,2,538,6,2009,185000
836,20,82,12464,Pave,AllPub,Corner,CollgCr,Norm,1Fam,1Story,1996,VinylSd,1040,0,1040,1,1,0,Detchd,2,576,11,2009,152000
837,20,65,9757,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,1994,VinylSd,990,0,990,1,1,0,Attchd,1,440,10,2009,143000
838,60,65,15426,Pave,AllPub,Inside,CollgCr,Norm,1Fam,2Story,1997,VinylSd,928,836,1764,1,2,1,Attchd,2,470,8,2009,231500
839,60,43,10667,Pave,AllPub,CulDSac,CollgCr,PosN,1Fam,2Story,1996,VinylSd,827,834,1661,1,2,1,Attchd,2,550,4,2009,212000
840,20,65,14753,Pave,AllPub,Inside,CollgCr,PosN,1Fam,1Story,1998,VinylSd,1463,0,1463,1,2,0,Attchd,2,539,12,2009,207000
841,20,112,10859,Pave,AllPub,Corner,CollgCr,Norm,1Fam,1Story,1995,VinylSd,1097,0,1097,0,1,1,Attchd,2,672,6,2009,145000
842,20,60,8072,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,1995,VinylSd,990,0,990,1,1,0,Detchd,2,480,5,2009,138000
843,60,80,10400,Pave,AllPub,Corner,CollgCr,Norm,1Fam,2Story,1998,VinylSd,866,913,1779,0,2,1,Attchd,2,546,3,2009,197900
844,20,78,10335,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,1999,VinylSd,1501,0,1501,1,2,0,Attchd,2,577,6,2009,204000
845,20,68,9017,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,1999,VinylSd,1431,0,1431,1,2,0,Attchd,2,666,9,2009,192000
846,60,70,8750,Pave,AllPub,Inside,CollgCr,Norm,1Fam,2Story,1998,VinylSd,928,844,1772,1,2,1,Attchd,2,492,4,2009,200000
847,60,68,8935,Pave,AllPub,Inside,CollgCr,Norm,1Fam,2Story,2002,VinylSd,831,829,1660,0,2,1,Attchd,2,493,7,2009,195000
848,20,67,9808,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,2002,VinylSd,1573,0,1573,1,2,0,Attchd,2,544,3,2009,227000
849,60,79,12420,Pave,AllPub,Inside,CollgCr,Norm,1Fam,2Story,2001,VinylSd,944,896,1840,1,2,1,Attchd,2,622,6,2009,230000
850,20,67,16285,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,2002,VinylSd,1430,0,1430,0,2,0,Attchd,2,605,6,2009,187100
851,20,65,10739,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,2001,VinylSd,1444,0,1444,1,2,0,Attchd,2,577,4,2009,203000
852,20,75,11166,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,2001,VinylSd,1492,0,1492,0,2,0,Attchd,2,608,7,2009,201000
853,20,60,8430,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,1978,HdBoard,1040,0,1040,0,2,0,NA,0,0,8,2009,124000
854,20,,16269,Pave,AllPub,CulDSac,CollgCr,Norm,1Fam,1Story,1978,MetalSd,907,0,907,0,1,0,Attchd,1,343,7,2009,140000
855,20,76,6950,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,1979,HdBoard,914,0,914,1,1,0,Attchd,2,444,10,2009,134900
856,20,61,8800,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,2008,HdBoard,1040,0,1040,0,2,0,Detchd,2,484,9,2009,150500
857,20,,7000,Pave,AllPub,CulDSac,CollgCr,Norm,1Fam,1Story,2005,VinylSd,864,0,864,1,1,0,Attchd,1,336,7,2009,136500
858,20,,9286,Pave,AllPub,CulDSac,CollgCr,Norm,1Fam,1Story,1989,HdBoard,1268,0,1268,0,1,1,Detchd,1,252,10,2009,143500
859,20,36,15523,Pave,AllPub,CulDSac,CollgCr,Norm,1Fam,1Story,1972,HdBoard,864,0,864,1,1,0,Attchd,1,338,8,2009,133500
860,20,60,7200,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,1972,MetalSd,894,0,894,0,1,0,Detchd,2,600,9,2009,123000
861,85,60,7200,Pave,AllPub,Inside,CollgCr,Norm,1Fam,SFoyer,2003,WdShing,768,0,768,0,1,0,Detchd,1,396,4,2009,133900
862,85,70,8445,Pave,AllPub,Corner,CollgCr,Norm,1Fam,SFoyer,2007,HdBoard,768,0,768,1,1,0,Detchd,2,396,3,2009,133000
863,20,90,11664,Pave,AllPub,Corner,CollgCr,Norm,1Fam,1Story,2002,VinylSd,1611,0,1611,1,2,0,Attchd,3,1231,9,2009,250000
864,60,,12334,Pave,AllPub,Inside,CollgCr,Norm,1Fam,2Story,2003,VinylSd,1068,1116,2184,0,2,1,BuiltIn,2,570,6,2009,254750
865,20,,11838,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,2001,VinylSd,1788,0,1788,0,2,0,Attchd,2,522,6,2009,236500
866,60,,11885,Pave,AllPub,Inside,CollgCr,Norm,1Fam,2Story,2001,VinylSd,1299,573,1872,1,2,1,BuiltIn,2,531,11,2009,261500
867,60,,11050,Pave,AllPub,Inside,CollgCr,PosN,1Fam,2Story,2000,VinylSd,1476,677,2153,1,2,1,Attchd,3,736,5,2009,313000
868,60,70,8749,Pave,AllPub,Inside,CollgCr,Norm,1Fam,2Story,2002,VinylSd,840,885,1725,0,2,1,Attchd,2,550,11,2009,198500
869,60,,11250,Pave,AllPub,Corner,CollgCr,Norm,1Fam,2Story,2001,VinylSd,944,926,1870,0,2,1,Attchd,2,608,5,2009,211000
870,20,90,15750,Pave,AllPub,FR3,CollgCr,Feedr,1Fam,1Story,2000,VinylSd,1513,0,1513,1,2,0,Attchd,2,521,6,2009,220000
871,20,73,11883,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,1996,VinylSd,1504,0,1504,1,2,0,Attchd,2,478,6,2009,203000
872,20,,12782,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,2003,HdBoard,1828,0,1828,1,2,0,Attchd,2,523,6,2009,279500
873,20,70,8750,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,1998,VinylSd,1417,0,1417,1,2,0,Attchd,2,511,8,2009,210000
874,60,,9375,Pave,AllPub,Inside,CollgCr,Norm,1Fam,2Story,1998,VinylSd,1057,977,2034,1,2,1,Attchd,2,645,2,2009,219500
875,60,70,8750,Pave,AllPub,Inside,CollgCr,Norm,1Fam,2Story,1996,VinylSd,909,807,1716,0,2,1,Attchd,2,512,7,2009,191000
876,20,70,9100,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,2001,VinylSd,1212,0,1212,0,2,0,Attchd,2,573,6,2009,178000
877,20,75,9750,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,2001,VinylSd,1630,0,1630,0,2,0,Attchd,2,451,10,2009,213000
878,120,,4435,Pave,AllPub,Inside,CollgCr,Norm,TwnhsE,1Story,2004,VinylSd,848,0,848,1,1,0,Attchd,2,420,6,2009,144000
879,120,,4435,Pave,AllPub,Inside,CollgCr,Norm,TwnhsE,1Story,2003,VinylSd,848,0,848,1,1,0,Attchd,2,420,5,2009,140000
880,20,85,10200,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,2007,VinylSd,1602,0,1602,1,2,0,Attchd,3,810,1,2009,293200
881,60,65,9313,Pave,AllPub,Inside,CollgCr,Norm,1Fam,2Story,2004,VinylSd,864,864,1728,0,2,1,Attchd,2,572,4,2009,190000
882,20,63,8487,Pave,AllPub,FR2,CollgCr,Norm,1Fam,1Story,2004,VinylSd,1500,0,1500,0,2,0,Attchd,2,570,8,2009,190000
883,60,64,8633,Pave,AllPub,FR2,CollgCr,Norm,1Fam,2Story,2005,VinylSd,738,738,1476,1,2,1,Attchd,2,540,2,2009,173500
884,60,85,11069,Pave,AllPub,Corner,CollgCr,Norm,1Fam,2Story,2007,VinylSd,608,788,1396,0,2,1,BuiltIn,2,440,7,2009,170000
885,20,67,8777,Pave,AllPub,Inside,Edwards,Feedr,1Fam,1Story,2003,VinylSd,1126,0,1126,0,2,0,Detchd,2,520,5,2009,108000
886,20,75,9937,Pave,AllPub,Corner,Edwards,Norm,1Fam,1Story,1999,MetalSd,1486,0,1486,1,1,0,Detchd,2,480,3,2009,167000
887,20,67,8877,Pave,AllPub,Inside,Edwards,Norm,1Fam,1Story,1958,MetalSd,816,0,816,1,1,0,Detchd,1,288,5,2009,100000
888,85,64,7301,Pave,AllPub,Corner,Edwards,Norm,1Fam,SFoyer,2003,HdBoard,495,1427,1922,0,3,0,BuiltIn,2,672,7,2009,198500
889,60,75,7950,Pave,AllPub,Corner,Edwards,Norm,1Fam,2Story,1977,HdBoard,698,728,1426,0,1,1,Attchd,2,440,7,2009,159500
890,20,80,10682,Pave,AllPub,Inside,Edwards,Norm,1Fam,1Story,1971,HdBoard,1149,0,1149,1,1,0,2Types,1,544,7,2009,127000
891,80,72,7200,Pave,AllPub,Inside,Edwards,Norm,1Fam,SLvl,1976,MetalSd,1125,0,1125,1,1,0,Detchd,1,352,10,2009,125000
892,20,86,13286,Pave,AllPub,Inside,Edwards,Norm,1Fam,1Story,2008,CemntBd,1698,0,1698,1,2,0,Attchd,3,768,2,2009,320000
893,180,35,3675,Pave,AllPub,Inside,Edwards,Norm,TwnhsE,SFoyer,2006,VinylSd,1072,0,1072,1,1,0,Basment,2,525,4,2009,145500
894,20,50,9405,Pave,AllPub,Inside,Edwards,Norm,1Fam,1Story,2008,VinylSd,698,0,698,0,1,0,NA,0,0,6,2009,118000
895,20,64,6410,Pave,AllPub,Inside,Edwards,Norm,1Fam,1Story,1959,AsbShng,876,0,876,0,1,0,Detchd,1,320,3,2009,85000
896,20,70,11767,Pave,AllPub,Inside,Edwards,Norm,1Fam,1Story,1950,MetalSd,1368,0,1368,1,1,0,Attchd,1,195,6,2009,120000
897,50,50,8405,Pave,AllPub,Inside,Edwards,Norm,1Fam,1.5Fin,1950,WdShing,1088,441,1529,0,2,0,Detchd,1,240,4,2009,98000
898,30,56,4060,Pave,AllPub,Corner,Edwards,Feedr,1Fam,1Story,1950,Wd Sdng,864,0,864,0,1,0,NA,0,0,7,2009,99900
899,20,74,10206,Pave,AllPub,Corner,Edwards,Norm,1Fam,1Story,1952,BrkComm,944,0,944,0,1,0,Detchd,2,528,7,2009,82000
900,90,65,10926,Pave,AllPub,Inside,Edwards,Norm,Duplex,1Story,1959,VinylSd,1678,0,1678,0,2,0,NA,0,0,8,2009,119900
901,20,70,11767,Pave,AllPub,Inside,Edwards,Norm,1Fam,1Story,1956,HdBoard,1560,0,1560,0,1,0,Attchd,1,313,5,2009,103500
902,20,,8926,Pave,AllPub,Corner,Edwards,Norm,1Fam,1Story,1956,AsbShng,960,0,960,0,1,0,Basment,1,288,10,2009,112000
903,50,67,12354,Pave,AllPub,Corner,Edwards,Norm,1Fam,1.5Fin,2000,Wd Sdng,684,512,1196,0,1,0,Detchd,2,528,8,2009,110000
904,50,45,8212,Pave,AllPub,Inside,Edwards,Norm,1Fam,1.5Fin,1950,Wd Sdng,854,444,1298,0,1,0,Detchd,1,256,9,2009,122000
905,50,60,10998,Pave,AllPub,Inside,Edwards,Norm,1Fam,1.5Fin,1960,Wd Sdng,984,620,1604,0,2,0,Detchd,2,660,7,2009,117000
906,50,70,6300,Pave,AllPub,Corner,SWISU,Norm,1Fam,1.5Fin,1950,MetalSd,832,436,1268,0,1,1,Basment,1,250,7,2009,160000
907,50,55,4500,Pave,AllPub,Inside,SWISU,Norm,1Fam,1.5Fin,2000,VinylSd,848,672,1520,0,1,0,Detchd,1,281,7,2009,159434
908,30,60,8400,Pave,AllPub,Inside,SWISU,Norm,1Fam,1Story,1950,Wd Sdng,438,0,438,0,1,0,Detchd,1,246,1,2009,60000
909,50,60,9900,Pave,AllPub,Inside,SWISU,Norm,1Fam,1.5Fin,1950,VinylSd,944,545,1489,0,2,0,Detchd,1,240,7,2009,139500
910,75,102,15863,Pave,AllPub,Corner,SWISU,Norm,1Fam,2.5Fin,1970,Wd Sdng,1687,998,3082,1,2,1,Basment,2,672,8,2009,197000
911,70,43,5707,Pave,AllPub,Inside,SWISU,Feedr,1Fam,2Story,1950,Wd Sdng,647,595,1242,0,1,1,Detchd,1,180,3,2009,105000
912,50,65,7804,Pave,AllPub,Inside,SWISU,Norm,1Fam,1.5Fin,1950,WdShing,1328,653,1981,1,2,0,Detchd,2,576,12,2009,135000
913,30,64,8574,Pave,AllPub,Inside,Crawfor,Norm,1Fam,1Story,2000,Stucco,1232,0,1232,0,1,0,Detchd,2,440,10,2009,147500
914,50,51,6171,Pave,AllPub,Inside,SWISU,Norm,1Fam,1.5Fin,1990,WdShing,1160,448,1608,0,2,1,Detchd,1,216,10,2009,137450
915,70,60,7200,Pave,AllPub,Inside,SWISU,Feedr,1Fam,2Story,2007,Wd Sdng,575,560,1135,1,1,0,Detchd,2,576,4,2009,155000
916,50,57,7558,Pave,AllPub,Inside,Crawfor,Norm,1Fam,1.5Fin,1950,BrkFace,1172,741,1913,0,1,1,Detchd,2,342,3,2009,177000
917,50,52,6292,Pave,AllPub,Inside,SWISU,Norm,1Fam,1.5Fin,1950,Wd Sdng,877,600,1477,0,2,0,Detchd,1,216,8,2009,145000
918,70,53,7155,Pave,AllPub,Inside,Crawfor,Norm,1Fam,2Story,1990,Wd Sdng,628,600,1228,0,1,0,Detchd,1,215,5,2009,137000
919,70,53,10918,Pave,AllPub,Inside,Crawfor,Norm,1Fam,2Story,2004,MetalSd,1276,804,2080,0,1,1,Detchd,1,282,6,2009,234000
920,50,60,13680,Pave,AllPub,Inside,Crawfor,Norm,1Fam,1.5Fin,1950,Wd Sdng,840,727,1567,1,1,1,Detchd,2,440,2,2009,205000
921,70,,7500,Pave,AllPub,Inside,Crawfor,Norm,1Fam,2Story,1950,Wd Sdng,753,741,1494,0,1,0,Attchd,1,213,11,2009,177500
922,50,130,9600,Pave,AllPub,Inside,Crawfor,Norm,1Fam,1.5Fin,1950,MetalSd,976,332,1308,1,1,1,Detchd,1,256,6,2009,160000
923,20,80,14680,Pave,AllPub,Inside,Crawfor,Norm,1Fam,1Story,1960,MetalSd,1273,0,1273,0,1,0,Attchd,1,307,6,2009,155000
924,30,80,13360,Pave,AllPub,Inside,Crawfor,Norm,1Fam,1Story,2006,Wd Sdng,964,0,964,1,1,0,Detchd,2,432,8,2009,163500
925,50,54,7681,Pave,AllPub,FR2,Crawfor,Norm,1Fam,1.5Fin,1950,Wd Sdng,820,523,1343,0,1,1,Detchd,1,186,7,2009,154900
926,90,,8145,Pave,AllPub,Corner,Crawfor,Norm,Duplex,2.5Unf,1950,Wd Sdng,1240,1240,2480,0,2,1,Detchd,2,400,7,2009,205000
927,20,70,9100,Pave,AllPub,Inside,Crawfor,Feedr,1Fam,1Story,1954,BrkFace,1112,0,1112,1,1,0,Attchd,1,390,10,2009,144800
928,70,75,12000,Pave,AllPub,Inside,Crawfor,Norm,1Fam,2Story,1950,MetalSd,860,704,1564,0,1,1,Attchd,1,234,7,2009,174500
929,20,90,13339,Pave,AllPub,Inside,Crawfor,Norm,1Fam,1Story,1960,HdBoard,1561,0,1561,1,2,0,Attchd,2,463,5,2009,193000
930,50,78,15600,Pave,AllPub,Inside,Crawfor,Norm,1Fam,1.5Fin,2005,BrkComm,986,537,1523,1,2,0,Attchd,1,295,10,2009,158000
931,20,80,14000,Pave,AllPub,Inside,Crawfor,Norm,1Fam,1Story,2004,HdBoard,1152,0,1152,0,1,0,Attchd,1,300,8,2009,158500
932,20,100,17500,Pave,AllPub,Corner,Crawfor,PosA,1Fam,1Story,1954,HdBoard,1906,0,1906,1,1,1,Basment,2,576,1,2009,224000
933,160,24,1733,Pave,AllPub,Inside,Blueste,Norm,Twnhs,2Story,1980,MetalSd,516,516,1032,0,1,0,Detchd,2,452,5,2009,115000
934,160,24,1488,Pave,AllPub,Inside,Blueste,Norm,TwnhsE,2Story,1992,MetalSd,561,668,1229,1,1,1,Attchd,2,462,10,2009,137000
935,160,24,1612,Pave,AllPub,Inside,Blueste,Norm,Twnhs,2Story,1980,MetalSd,561,668,1229,0,1,1,Attchd,2,462,7,2009,121000
936,160,24,1300,Pave,AllPub,Inside,Blueste,Norm,TwnhsE,2Story,1980,MetalSd,561,668,1229,0,1,1,Attchd,2,462,5,2009,124000
937,80,,13607,Pave,AllPub,Inside,Crawfor,Norm,1Fam,SLvl,1986,VinylSd,1182,800,1982,1,2,1,BuiltIn,2,501,4,2009,208000
938,20,,17597,Pave,AllPub,Inside,Crawfor,Norm,1Fam,1Story,2009,BrkFace,2365,0,2365,1,2,0,Attchd,2,551,7,2009,315000
939,20,,21695,Pave,AllPub,Corner,Crawfor,Norm,1Fam,1Story,2007,Wd Sdng,1680,0,1680,1,2,0,Attchd,2,540,12,2009,222000
940,70,59,10690,Pave,AllPub,Inside,IDOTRR,Norm,1Fam,2Story,1997,VinylSd,672,672,1344,0,1,0,Detchd,1,468,7,2009,147000
941,70,50,8660,Pave,AllPub,Inside,IDOTRR,Norm,1Fam,2Story,1993,AsbShng,928,928,2168,0,2,0,Detchd,2,576,12,2009,123000
942,70,60,6402,Pave,AllPub,Corner,IDOTRR,Norm,1Fam,2Story,1950,Wd Sdng,596,596,1192,0,1,0,Detchd,1,189,7,2009,78000
943,50,105,8470,Pave,AllPub,Corner,IDOTRR,Feedr,1Fam,1.5Fin,1982,Plywood,1013,0,1526,0,1,0,NA,0,0,10,2009,85000
944,30,60,10200,Pave,AllPub,Inside,IDOTRR,Norm,1Fam,1Story,1950,MetalSd,572,0,572,0,1,0,Detchd,1,200,5,2009,75000
945,120,44,3843,Pave,AllPub,Inside,Crawfor,Norm,TwnhsE,1Story,2008,CemntBd,1648,0,1648,1,2,0,Attchd,2,482,6,2009,230000
946,30,109,21780,Grvl,NoSewr,Inside,IDOTRR,Norm,1Fam,1Story,1950,Wd Sdng,810,0,810,0,1,0,Detchd,1,280,3,2009,57625
947,60,75,10125,Pave,AllPub,Inside,Mitchel,Norm,1Fam,2Story,2001,CemntBd,1040,1012,2052,0,2,1,BuiltIn,3,642,5,2009,251000
948,50,48,12822,Pave,AllPub,CulDSac,Mitchel,Norm,1Fam,1.5Fin,2003,VinylSd,1518,631,2149,1,1,1,Attchd,2,670,8,2009,239686
949,20,43,12118,Pave,AllPub,CulDSac,Mitchel,Norm,1Fam,1Story,2005,VinylSd,1710,0,1710,0,2,0,Attchd,2,550,4,2009,240000
950,60,71,12209,Pave,AllPub,CulDSac,Mitchel,Norm,1Fam,2Story,2002,VinylSd,804,1157,1961,1,2,1,BuiltIn,2,560,6,2009,215000
951,85,75,9750,Pave,AllPub,Inside,Mitchel,Norm,1Fam,SFoyer,1977,Plywood,926,0,926,1,1,0,Attchd,1,351,4,2009,156450
952,85,72,9360,Pave,AllPub,Inside,Mitchel,Norm,1Fam,SFoyer,1977,Plywood,1287,0,1287,1,1,1,Attchd,2,541,11,2009,173000
953,90,75,10125,Pave,AllPub,Inside,Mitchel,Norm,Duplex,1.5Fin,1977,Plywood,1302,432,1734,0,2,0,Attchd,2,539,8,2009,126000
954,80,,9947,Pave,AllPub,CulDSac,Mitchel,Norm,1Fam,SLvl,1991,HdBoard,1217,0,1217,1,2,0,Attchd,2,497,6,2009,173000
955,20,82,11070,Pave,AllPub,Inside,Mitchel,Norm,1Fam,1Story,1991,HdBoard,1595,0,1595,1,2,0,Detchd,2,672,4,2009,152000
956,20,,14375,Pave,NoSeWa,CulDSac,Timber,Norm,1Fam,SLvl,1958,HdBoard,1344,0,1344,0,1,0,Basment,2,525,1,2009,137500
957,20,150,215245,Pave,AllPub,Inside,Timber,Norm,1Fam,1Story,1965,BrkFace,2036,0,2036,2,2,0,Attchd,2,513,6,2009,375000
958,20,89,12898,Pave,AllPub,Inside,Timber,Norm,1Fam,1Story,2008,VinylSd,1620,0,1620,1,2,0,Attchd,3,912,9,2009,315500
959,60,83,13159,Pave,AllPub,Corner,Timber,Norm,1Fam,2Story,2009,VinylSd,846,846,1692,0,2,1,Attchd,2,650,7,2009,224500
960,20,113,13438,Pave,AllPub,Corner,Timber,Norm,1Fam,1Story,2008,CemntBd,2036,0,2036,1,2,0,Attchd,3,780,7,2009,410000
961,20,79,14463,Pave,AllPub,Corner,Timber,Norm,1Fam,1Story,2008,CemntBd,1641,0,1641,1,2,0,Attchd,3,885,1,2009,316500
962,20,73,8925,Pave,AllPub,Inside,Timber,Norm,1Fam,1Story,2007,VinylSd,1466,0,1466,0,2,0,Attchd,3,610,7,2009,201000
963,20,130,11457,Pave,AllPub,Corner,Timber,Norm,1Fam,1Story,1988,HdBoard,1412,0,1412,1,2,0,Attchd,2,576,3,2009,175000
964,60,,9839,Pave,AllPub,CulDSac,Timber,Norm,1Fam,2Story,2006,MetalSd,1375,862,2237,0,2,1,BuiltIn,2,440,2,2009,204000
965,80,125,14419,Pave,AllPub,Corner,Timber,Norm,1Fam,SLvl,1989,Plywood,1479,0,1479,2,2,1,Attchd,2,578,7,2009,213500
966,20,,6853,Pave,AllPub,Inside,Timber,Norm,1Fam,1Story,2002,VinylSd,1296,0,1296,1,2,0,Attchd,2,471,6,2009,220000
967,60,75,9157,Pave,AllPub,Corner,Timber,Norm,1Fam,2Story,2003,VinylSd,1072,942,2014,0,2,1,Attchd,2,486,2,2009,170000
968,20,85,14601,Pave,AllPub,Inside,Timber,Norm,1Fam,1Story,2006,VinylSd,1838,0,1838,1,2,0,Attchd,3,765,3,2009,315000
